#,tweet,sector,Pricing,Appointments,Medical Staff,Customer Service,Emergency Services
3474,"@MagrabiHospital موعدي 4 عصرا والان 5:16 والى الان ما دخلت على الطبيب. ليش مواعديكم غير دقيقه. انتظاري كل هذا الوقت يعتبر اهانة لي ولا مراعاة لحالتي. لو لكم مبالغ مالية والله ما تسامحون احد حتى تطلعونها من عيونه. والله عيب عليكم. خدمتكم غير جيدة،  وجودة العمل غير جيده.",private,0,0,3,0,3
3475,@MagrabiHospital نتجاوز الاسبوع الان بدون توضيح لمدة استخدام العلاج الذي وصفه الطبيب وموظف @AldawaaCare يفيد بان عيادات مغربي تستخدم طريقة غامضة وغير مفهومه لمدة استخدام العلاج والتي هي مهمه خصوصاً للمضادات الحيوية. تم الاتصال بي يوم امس ولم يتم افادتي من قبل الموظف وتحويلي لجهة اخرى لم يتم الرد,private,3,3,0,0,3
3476,@MagrabiHospital نحجز مواعيد ونجلس بساعات في العيادات مسؤلة العيادات لا تحترم المرضي وأسلوب سيئ جدا في التعامل ولا تستطيع حل المشاكل,private,3,0,3,0,3
3477,@MagrabiHospital ندمت اني حولت من ارامكو لمستشفى المواساة والسبب هو عيادات مغربي وسوء الأطباء عندهم هدفهم مادي فقط وخدمتهم سيئه,private,0,3,0,0,3
3478,@MagrabiHospital نرجوا إصلاح الوضع واحترام وقت المريض,private,3,0,3,0,3
3479,@MagrabiHospital نصيحة لوجه الله لا احد يسوي عملية إلا بعد ما يتأكد من الطبيب والمستشفى أما عملت تصحيح نظر وانتهى بي المطاف بقرنية مخروطية حتى النظارة ماتنفع,private,3,3,0,3,3
3480,@MagrabiHospital نظام حجز المواعيد وأرقام الاتصال غير واضحة  وعند الحجز  لا يتم إرسال رساله لتأكيد الحجز على الجوال جميع المراكز الطبية لديهم نظام اتصال فعال مع المراجعين ما عدا مركزكم,private,3,3,3,0,3
3481,"@MagrabiHospital نفس العرض ماتغير من سنين ، وللاسف يحملك الكشفيه قبل الخصم ٩٠٠ ريال وفي حالة قرر الدكتور أن تصحيح النظر لايناسب المريض تروح عليك الكشفيه ،  يوجد مراكز معتمدة كثيرة ، بأجهزة حديثة وعروض ممتازة ،",private,0,3,2,3,3
3482,@MagrabiHospital هالمراية وتشوف عيونها مدري نقابها وبعد شوي تفتح الدرج تحط لوشن في يدها.. تتهاوش مع المرتجعين كأنهم أصغر منها عمرا او ما ادري زش قصتها.. طبعا الدور الأول ٣ موظفات وحدة فقط تعاملها وسط والثنتين البقية جداً سيئة.. وحدة أصلاً ماودها تخدم تحول المراجعين للموظفة الثانية..,private,3,3,3,0,3
3483,@MagrabiHospital هدفهم مادي اكثر منه علاجي.. انصحكم بمستشفيات العيون الحكومية ولو طالت المواعيد.. ولا تفقدوا النور..,private,0,2,3,3,3
3484,@MagrabiHospital هذه ليست المره الاولى اذكر لكم رداءة الخدمه واعتقد ما يحتاج توضيح اكثر ماذكرت بتغريدتي يكفي اذا انتم جادين بتصحيح الوضع فاما اوضح على الخاص فهذا يعني انكم لا تنوون عمل اي شي فقط للرد الاتوماتيكي المسبق تدوينه,private,3,3,3,0,3
3485,@MagrabiHospital هل العمل يتطلب منكم ادخال المال باي صوره ع حساب المريض حسبي الله فيكم,private,0,3,3,3,3
3486,@MagrabiHospital هل يعقل انتظار 20 دقيقه لحجز موعد في الرياض اذا خبرة 50 عاماً لم تحسن تجربتكم في خدمة العميل فلا داعي لذكرها,private,3,3,3,0,3
3487,@MagrabiHospital هي ليست شكوى بقدر ماهي عدم رضا عن مستوى الخدمة المقدمة. مستوى الخدمة لا يليق باسم المغربي المعروف.,private,3,3,3,0,3
3488,@MagrabiHospital و الله قمة استحقار العميل المريض جاي 3:30 و الدكاترة 4:40,private,3,3,0,0,3
3489,@MagrabiHospital واحد من امهر الاطباء عندكم سوى لي تنظيف( مسح عدسه) بعد عملية الماء الابيض ولا كانه سوى شي دفعت فلوس وطقيت مشوار ع الفاضي ؟؟اقدر ارجع له ويسوي مسح للعدسه مره ثانيه بضمير مو سريع سريع ولا كانه سوى شيء,private,0,3,0,3,3
3490,@MagrabiHospital واقعكم و إذا تقصد كلمة &lt;فاشلة&gt; فهي صفة  أتقوا الله و  لا عاد تعلنون للتجارة في صحة البشر ! تقاريركم في صالحكم ما تمكن المريض من رفع قضية لأنها مكتوبة بالطريقة اللي تناسبكم أنتوا ! أسوأ مستشفى المغربي عمليات فاشلة و معدات قديمةالأستقبال  يقول المعدات هنا بدائية مستشفى خالد أحسن !,private,3,3,0,0,0
3491,@MagrabiHospital والخاصة وقصدت مراكز المغربي الاعلى سعرا وفي مراجعة بسيطة ادت لهذه النتائج فحسبي الله ونعم الوكيل تمت مراجعة مستشفى الملك خالد للعيون وفي انتظار المواعيد ..لقد كان اختياري خطأ,private,0,2,3,3,3
3492,@MagrabiHospital والله الواضح انكم لا تعتذرو ولا شي ما حد اتصل وهذا دليل انكم فعلا مو مهتمين بالعملاء واخر همك رضا العميل ويكفى انكم فقط تردي ولا تحاولون تحسنون الخدمة ووترضو العميل بالنهاية انتم الخسرانين,private,3,3,3,0,3
3493,@MagrabiHospital وانا المريض المتألم  فعليه ان اذهب وبسرعه للعلاج لدى اي طبيب اسنان  لحل مشكلتي  يامسلمين هل ترون هذا الاجراء  صحيح,private,3,3,3,3,2
3494,@MagrabiHospital وبعدها علمت ان الدكتور غادر المستشفى بدون ان يقوم بالكشف وحين قمت بالسوال للموظفين قالو لقد انتهى دوام الدكتور ولم يخبرني احد هل هذا يعقل ان يكون هناك كشف وايصال وفحاصات بدون ان يقوم الدكتور بالكشف بعد ان قمت بذالك وبعدها قمت بطلب العدسات مره اخرى وبعد شهرين من طلب العدسات,private,3,0,0,0,3
3495,@MagrabiHospital وبعدين يا مغربي ايش اسلوب موظفينك ترا احنا مرضى ما بنجي نطلب حق الله منكم😤,private,3,3,3,0,3
3496,@MagrabiHospital ودفعت اجرة الاشعه وهذا الاجراء لمقابلة طبيب ومهمته ان يحجز لي موعد عند الطبيب المعالج  مع العلم ان مهمة حجز الطبيب المعالج يحتاج الى اجرة كشف اخرى هل من المنطق ان ادفع اجرة كشف مرتين  وكيف يحكم على ان المريض يحتاج الى اشعه  ولم يره طبيب.,private,0,2,3,3,3
3497,@MagrabiHospital وش ذا الحركة يامراكز مغربي الطبيب يعطي المريض موعد بعد العملية للمراجعة عشان يتأكد من نجاح العملية زي كل نظام المستشفيات والمراكز حول الكرة الأرضية وانتم تاخذون على المراجعة سعر كشفية على كيفكم انتم,private,0,2,3,3,3
3498,@MagrabiHospital وش ذا الطبيب مو موجود الا بعد صلاة العشا 💔💔💔,private,3,3,0,3,3
3499,@MagrabiHospital وعملت فحوصات في نفس المستشفى مركز ثاني  وعلى حسابي مره ثانيه وطمني الدكتور وقال امورك كلها طيبه  ارجوا التحقيق في الموضوع وعدم استغلال المريض مع العلم بان هناك فرق في المبالغ وكلها مثبته عندي غير الملاحضات الاخرى وان شاء الله اتقدم بشكوى لوزارة الصحه,private,0,3,1,0,3
3500,@MagrabiHospital وعندما المريض يتكلم معه يقابله برد غليظ وجاف وكأنه الوحيد في العالم من يعرف طب الاسنان,private,3,3,0,3,3
3501,@MagrabiHospital وكيف يمكن التعامل معها في المنزل واتفاجاء الساعه   11 ليلا بالممرضه  تبلغني بأن  لدي خروج دون زياره من الطبيب,private,3,3,0,0,3
3502,@MagrabiHospital وللاسف خدمة حجز المواعيد سيئة جدا اكثر من سبع دقايق انتظار ويقولون مشغولين بخدمة مريض ليش هو موظف واحد اللي على حجز المواعيد ياليت تعدلون وضعكم وتحترمون الناس اللي تتصل ماتطنشونهم,private,3,3,3,0,3
3503,@MagrabiHospital ولما تواصلت مع الاستقبال يقولو لا يوجد إمكانية حجز لان الدكتور مشغول. طبيب أسنان اطفال واحد فقط تلحق ولا ما تلحق  المغربي للأسنان أصغر بكثير من الدعاية والإعلانات اللي ينشرها,private,3,3,3,0,3
3504,"@MagrabiHospital ومازالت تلك الاعلانات الخادعه.يفترض ان سعر العملية محدد وليس تبدأ من،فبعد فتح الملف تبدأ المدفوعات وسعر هذا الطبيب تختلف عن هذا الطبيب وهناك فحوصات تكلف الف وسبعمائة ومثل عرض اليوم الوطني بعد ماتم التسجيل واتصالهم وتحديد موعد وعند الموعد يقولون لا انتهى العرض  https://t.co/uCUnMfprok",private,0,3,3,0,3
